,Name,Lat,Lon,Numer_of_Guests,Price_per_night,Accommodation_Type,Star,labels,price_group,location
5805,Appartement (2 pièces) - Gare Saint-Lazare,48.8748,2.32684,4,155,Entire Place,5,7,3,48.8748 2.32684
5806,Cozy 1 BR 52 m2 - Vaugirard - view of Eiffel tower,48.84113,2.30555,3,103,Entire Place,5,9,3,48.84113 2.30555
5808,Chambre spacieuse,48.79343,2.33687,2,35,Private Rooms,5,5,1,48.79343 2.33687
5809,La Louisiane the heart of Saint-Germain des Prés,48.854,2.337,16,127,Hotel Rooms,4.5,15,3,48.854 2.337
5810,Luxurious Home in Paris,48.86239,2.29139,2,155,Entire Place,5,18,3,48.86239 2.29139
5811,Charming studio in the heart of Quartier latin,48.84543,2.34782,4,111,Entire Place,4,15,3,48.84543 2.34782
5813,Cozy Flat/5 mins from metro/T2 (1 bedroom),48.88441,2.3097,3,105,Entire Place,5,7,3,48.88441 2.3097
5814,Chambre privée au calme à Saint-Ouen,48.90925,2.34442,2,35,Private Rooms,5,12,1,48.90925 2.34442
5815,Comfortable flat close to Le Marais,48.86296,2.37197,3,125,Entire Place,4.5,1,3,48.86296 2.37197
5817,GuestReady - Cozy Hideaway - 5 mins to Palais Garnier,48.87212,2.32698,2,107,Entire Place,4,7,3,48.87212 2.32698
5818,"Appartement calme, proche des services",48.87248,2.40247,4,110,Entire Place,5,13,3,48.87248 2.40247
5819,Large Stylish Studio Near Train Station - 10th arr,48.8799,2.3563,2,126,Entire Place,4.5,2,3,48.8799 2.3563
5820,Loft at the heart of Paris ??,48.85479,2.37318,4,150,Entire Place,4.5,1,3,48.85479 2.37318
5821,T1 cosy face à l’hôpital Andre GREGOIRE Montreuil,48.87773,2.45431,2,32,Entire Place,5,4,1,48.87773 2.45431
5822,Nice calm and modern flat nearby Grands Boulevards in Paris - Welkeys,48.87281,2.34654,4,106,Entire Place,4,2,3,48.87281 2.34654
5823,"Artist's studio, 860 sq feet in Montparnasse",48.844,2.32,2,124,Entire Place,5,9,3,48.844 2.32
5824,Appartement calme et jolie vue de Paris,48.83238,2.32676,2,107,Entire Place,5,9,3,48.83238 2.32676
5826,Single room in the heart of Saint-Germain des Prés,48.854,2.337,1,105,Hotel Rooms,4.5,15,3,48.854 2.337
5827,Private room nearby Paris (Line 1 Chât. Vincennes),48.8521,2.44668,1,35,Private Rooms,4.5,6,1,48.8521 2.44668
5828,Apartment 44m² near Montparnasse,48.83604,2.31996,2,109,Entire Place,5,9,3,48.83604 2.31996
5829,Chambre privé,48.80698,2.2896,1,32,Private Rooms,5,3,1,48.80698 2.2896
5830,Logement pour une fille uniquement,48.8841,2.36178,1,35,Private Rooms,5,11,1,48.8841 2.36178
5831,?? Superb Parisian Loft in the 10th -4p- ??,48.871,2.362,4,108,Private Rooms,4.5,11,3,48.871 2.362
5833,Studio très calme Montparnasse,48.8365,2.32257,4,110,Entire Place,5,9,3,48.8365 2.32257
5834,APARTMENT AMAZING VIEW EIFFEL TOWER (75016 Passy),48.85839,2.2866,2,107,Entire Place,5,3,3,48.85839 2.2866
5835,Chambre privée à 15 minutes de Paris,48.91886,2.41039,2,30,Private Rooms,5,13,1,48.91886 2.41039
5836,Beautiful home in Foch,48.87412,2.28238,5,108,Entire Place,4.5,18,3,48.87412 2.28238
5837,Comfy Duplex-flat in Paris Grands Boulevards,48.872,2.349,5,104,Entire Place,4.5,2,3,48.872 2.349
5838,Sweet Flat in Trendy Batignolles,48.88649,2.32557,2,105,Entire Place,5,7,3,48.88649 2.32557
5839,Charme et calme dans le 20ème,48.85249,2.39952,3,110,Entire Place,5,19,3,48.85249 2.39952
5841,Single Room,48.837,2.296,1,134,Hotel Rooms,4.5,3,3,48.837 2.296
5842,Cosy room at the center of Issy,48.81907,2.24871,1,35,Private Rooms,5,17,1,48.81907 2.24871
5843,Wonderfull Parisian Flat in front of the Port !,48.848,2.368,2,110,Entire Place,5,1,3,48.848 2.368
5844,Beau studio  paris Lafayette,48.87637,2.31589,2,35,Entire Place,4.5,7,1,48.87637 2.31589
5845,Play One - Trendy Room,48.889,2.35,1,138,Hotel Rooms,4.5,12,3,48.889 2.35
5846,Appartement agréable - quartier Charonne-Réunion,48.85502,2.39933,4,110,Entire Place,5,19,3,48.85502 2.39933
5847,C9 Mini Studio Design 175Blo-Paris Convention,48.837,2.294,2,133,Entire Place,4.5,3,3,48.837 2.294
5848,Joli 2 pièces à 3mn de la Gare du Nord !,48.879,2.353,2,110,Entire Place,5,2,3,48.879 2.353
5849,Studio 50m2 - Sopi (South Pigalle) - 9eme Paris,48.88201,2.34322,2,135,Entire Place,5,12,3,48.88201 2.34322
5850,Chambre à 50 mètres du métro ligne 7,48.80947,2.3865,2,35,Private Rooms,4.5,10,1,48.80947 2.3865
5854,Chic room in the city of lights,48.86069,2.34436,2,136,Hotel Rooms,4,2,3,48.86069 2.34436
5855,? The Local Vibes & Centrally Located ? - 3 Beds,48.86677,2.35617,5,150,Entire Place,5,2,3,48.86677 2.35617
5856,DESIGN STUDIO CANAL ST MARTIN,48.87648,2.36818,2,113,Entire Place,5,11,3,48.87648 2.36818
5857,charmant logement très proche des transports,48.80643,2.36464,2,35,Private Rooms,4.5,5,1,48.80643 2.36464
5858,Cosy Apartment 1BR/4P - Tour Eiffel / Champs de Mars 19B,48.84528,2.28331,4,136,Entire Place,3.5,3,3,48.84528 2.28331
5859,Chambre au calme dans appartement partagé à Paris,48.89071,2.38066,1,31,Private Rooms,5,13,1,48.89071 2.38066
5861,Appartement Cosy centre Levallois,48.89435,2.28432,4,110,Entire Place,5,0,3,48.89435 2.28432
5862,Studio entier Bagneux proche transport et commerce,48.80442,2.32214,1,35,Entire Place,5,9,1,48.80442 2.32214
5863,Lovely duplex at Canal St. Martin,48.87413,2.3602,3,114,Entire Place,5,11,3,48.87413 2.3602
5864,"Cosy Artist's studio close to everywhere, central",48.83594,2.32825,2,109,Entire Place,4.5,9,3,48.83594 2.32825
5865,Jolie Chambre cosy 2 personnes 10 mn RER ParisNord,48.88996,2.45374,2,35,Private Rooms,4.5,4,1,48.88996 2.45374
5866,Beautiful Studio near Bastille/Marais,48.85728,2.37129,2,110,Entire Place,5,1,3,48.85728 2.37129
5867,Petit Studio Cocon and Cosy aux porte de Paris,48.80509,2.36455,2,31,Entire Place,4.5,5,1,48.80509 2.36455
5868,"Beautiful bright apartment, Paris",48.82782,2.36986,2,149,Entire Place,5,5,3,48.82782 2.36986
5869,Cocoon in Montmartre,48.88359,2.34105,2,35,Entire Place,5,12,1,48.88359 2.34105
5870,SUPER FLAT IN THE CENTER,48.86369,2.34525,4,128,Entire Place,5,2,3,48.86369 2.34525
5872,Paris11 voltaire:Apt 2 chambres chaleureux et cosy,48.86033,2.3834,4,149,Entire Place,4.5,19,3,48.86033 2.3834
5873,Appartement de charme au pied du Sacré Cœur,48.888,2.34582,2,123,Entire Place,5,12,3,48.888 2.34582
5875,Appartement de Charme - Canal St Martin,48.86946,2.3689,3,150,Entire Place,5,11,3,48.86946 2.3689
5876,Cosy Studio - Tour Eiffel / Champs de Mars 9A,48.84582,2.28318,2,127,Entire Place,3.5,3,3,48.84582 2.28318
5877,Lovely 1 bedroom Madeleine / Opéra,48.86955,2.32036,2,150,Entire Place,4.5,7,3,48.86955 2.32036
5878,Saint-Lazare - Opera 37: apartment for 2,48.875,2.326,2,126,Entire Place,4.5,7,3,48.875 2.326
5879,Bedroom with tv and garage -15 minutes from  Paris,48.91532,2.45076,1,32,Private Rooms,5,4,1,48.91532 2.45076
5881,Chambre Simple - Confort,48.846,2.372,1,125,Hotel Rooms,4.5,1,3,48.846 2.372
5882,Adorable left bank Studio!,48.84901,2.33893,2,118,Entire Place,5,15,3,48.84901 2.33893
5883,Bright apartment in the heart of Paris,48.87137,2.35857,3,150,Entire Place,5,2,3,48.87137 2.35857
5886,Beautiful studio for rent near Champs Elysées,48.88245,2.31477,2,115,Entire Place,5,7,3,48.88245 2.31477
5887,Modern flat Saint-Germain-des-Prés,48.85341,2.33912,4,125,Entire Place,5,15,3,48.85341 2.33912
5888,Apartment 2 rooms in rue Mouffetard Paris 5,48.83974,2.34858,4,123,Entire Place,4.5,15,3,48.83974 2.34858
5889,Wonderfull loft in the heart oof the district 15/7ieme,48.84198,2.29988,5,117,Entire Place,4.5,3,3,48.84198 2.29988
5891,°°°Quiet 1-Bedroom Apartment in Central Paris°°°,48.868,2.3684,2,106,Entire Place,5,11,3,48.868 2.3684
5892,Appartement avec balcon et vue sur Tour Eiffel,48.83324,2.25551,2,110,Entire Place,5,17,3,48.83324 2.25551
5893,Très Bel appartement à Paris 18eme avec parking,48.8841,2.35508,3,115,Entire Place,5,12,3,48.8841 2.35508
5894,Bright apartment near the Parc des Princes,48.843,2.256,2,118,Entire Place,5,17,3,48.843 2.256
5895,Beautiful flat in Montparnasse,48.84031,2.32448,2,127,Entire Place,4.5,9,3,48.84031 2.32448
5896,"PARIS 1er 
cosy studio",48.86705,2.33559,2,117,Entire Place,5,2,3,48.86705 2.33559
5897,Cozy Studio at the heart of Paris,48.86763,2.34595,1,105,Entire Place,5,2,3,48.86763 2.34595
5898,Cosy Apartment 1BR/4P - Tour Eiffel 16B,48.84556,2.28542,4,115,Entire Place,4.5,3,3,48.84556 2.28542
5899,Cosy and typical Parisian apartment,48.84575,2.30831,4,110,Entire Place,4.5,9,3,48.84575 2.30831
5900,Charming & cosy apartment near Montmartre,48.887,2.35095,2,124,Entire Place,5,12,3,48.887 2.35095
5901,Like-a-local in the heart of Paris,48.86209,2.35024,3,115,Entire Place,5,2,3,48.86209 2.35024
5902,Cosy and calm Apartment - Batignolles Paris 17è,48.88678,2.31535,2,105,Entire Place,5,7,3,48.88678 2.31535
5903,Marais studio Place des Vosges,48.85564,2.36837,2,110,Entire Place,5,1,3,48.85564 2.36837
5904,Petit Loft d'architecte Cosy au Coeur de Paris,48.85424,2.34084,2,125,Entire Place,5,15,3,48.85424 2.34084
5905,Studio haut marais/ quartier Arts et Métiers,48.867,2.359,2,108,Entire Place,5,1,3,48.867 2.359
5906,Petit bijou dans le centre de Paris,48.8357,2.35506,4,110,Entire Place,4.5,5,3,48.8357 2.35506
5907,Comfort Double Room - Avalon Paris Gare du Nord,48.881,2.351,2,116,Hotel Rooms,4.5,12,3,48.881 2.351
5908,"Joli Studio, Neuf, Calme & Lumineux -Bail Mobilité",48.82346,2.35173,2,105,Entire Place,5,5,3,48.82346 2.35173
5911,Queensize Bedroom 1 Bed in Saint-Germain-des-Pres,48.854,2.337,2,123,Hotel Rooms,4.5,15,3,48.854 2.337
5912,Appartement confortable parisien proche Montmartre,48.888,2.351,2,104,Entire Place,4.5,12,3,48.888 2.351
5913,Alerte bien rare ! Studio avec terrasse.,48.83487,2.3287,2,127,Entire Place,4.5,9,3,48.83487 2.3287
5914,Apt. 100m from Sacré-Coeur in Montmartre,48.886,2.344,2,108,Entire Place,4,12,3,48.886 2.344
5915,Nice and quiet studio in the Marais,48.86381,2.35539,2,116,Entire Place,4.5,2,3,48.86381 2.35539
5917,Magnifique appartement près des Grands Boulevards,48.87324,2.34438,4,108,Entire Place,4.5,2,3,48.87324 2.34438
5918,Belle adresse au cœur de Vincennes,48.84614,2.43608,2,125,Entire Place,5,6,3,48.84614 2.43608
5919,"Large apartment near Montmartre, Paris 18",48.88274,2.33334,4,117,Entire Place,5,7,3,48.88274 2.33334
5920,Panthéon/Port-Royal: Charming Apartment,48.838,2.352,4,123,Entire Place,5,15,3,48.838 2.352
5922,"Appart Paris Montmartre 50 m² cosy, calme, fleuri",48.888,2.353,2,105,Entire Place,5,12,3,48.888 2.353
5923,Single superior room in Latin Qarter Paris 6,48.8524,2.33709,1,115,Hotel Rooms,4.5,15,3,48.8524 2.33709
5924,"Lovely 1BR flat in the 7th, 5min from Eiffel Tower",48.85873,2.30415,2,123,Entire Place,5,18,3,48.85873 2.30415
5925,"11e arrondissement - Spacious, Cosy & balconies",48.866,2.371,4,114,Entire Place,5,11,3,48.866 2.371
5926,Superior room for two people | Hotel Auguste,48.838,2.296,2,125,Hotel Rooms,4.5,3,3,48.838 2.296
5927,Studio 30m2 historical center district St Germain,48.85104,2.32821,2,105,Entire Place,4.5,15,3,48.85104 2.32821
5929,Superbe appartement Bastille / Nation,48.85134,2.38579,4,116,Entire Place,4.5,19,3,48.85134 2.38579
5930,Cosy 1BR/4P - Montmartre/Sacré cœur,48.883,2.344,4,115,Entire Place,4,12,3,48.883 2.344
5931,Charmant appartement à deux pas de Notre Dame,48.85041,2.35037,4,126,Entire Place,5,15,3,48.85041 2.35037
5933,Wonderful cocoon equiped in the middle of Paris,48.87143,2.3497,2,126,Entire Place,5,2,3,48.87143 2.3497
5934,"Chambre à Saint-Mandé/Paris, bois de Vincennes",48.84033,2.41306,1,31,Private Rooms,5,6,1,48.84033 2.41306
5936,? Center Champs-Élysées - Guest House ?,48.87085,2.2962,2,118,Private Rooms,5,18,3,48.87085 2.2962
5937,Artist Studio Canal St Martin,48.87035,2.36812,2,109,Entire Place,5,11,3,48.87035 2.36812
5938,"Immaculate & quiet alcove, upscale Paris street",48.84777,2.3124,1,35,Entire Place,4.5,9,1,48.84777 2.3124
5939,MARAIS - CENTER OF PARIS - 3P,48.86478,2.35935,3,105,Entire Place,4.5,1,3,48.86478 2.35935
5940,"Chambre dans maison d'architecte, Bas- Montreuil",48.85155,2.43437,1,32,Private Rooms,5,6,1,48.85155 2.43437
5941,Charmant 2 pièces au coeur du 11 ème,48.86174,2.37463,2,115,Entire Place,5,1,3,48.86174 2.37463
5942,? The Parisian Break ? Charming ? near Invalides ?,48.86,2.315,2,125,Entire Place,4.5,18,3,48.86 2.315
5943,A Typical Parisian flat for all Parisien lovers,48.84069,2.31512,2,115,Entire Place,5,9,3,48.84069 2.31512
5944,PARIS OUEST. Chambre Privée Grand Lit. WIFI. RER,48.8894,2.18265,2,32,Private Rooms,4.5,14,1,48.8894 2.18265
5947,Cosy 45 m2 au cœur de Montmartre - Abbesses,48.88672,2.33633,2,124,Entire Place,5,12,3,48.88672 2.33633
5948,Large studio at the heart of the Marais,48.86067,2.36262,2,115,Entire Place,5,1,3,48.86067 2.36262
5949,Lovely flat near Montmartre !,48.8904,2.34498,2,115,Entire Place,5,12,3,48.8904 2.34498
5951,Nice apartment rent paris center,48.85298,2.37952,4,135,Entire Place,5,19,3,48.85298 2.37952
5952,Junior Suite Paris Tour Eiffel,48.866,2.284,2,115,Private Rooms,5,18,3,48.866 2.284
5953,Bright and well located appartement au 19eme Paris,48.89251,2.3734,2,34,Private Rooms,4.5,11,1,48.89251 2.3734
5955,Saint-Lazare - Opéra 42: cosy apartment for 2,48.875,2.326,2,126,Entire Place,4,7,3,48.875 2.326
5956,"Le Marais, Beaubourg, Paris center",48.86451,2.3538,3,107,Entire Place,5,2,3,48.86451 2.3538
5957,Luxembourg Gardens Cosy Studio - Paris 5th,48.84206,2.35329,4,138,Entire Place,4,15,3,48.84206 2.35329
5958,Flat with 2 rooms on Canal St Martin / République,48.872,2.361,3,104,Entire Place,4.5,11,3,48.872 2.361
5959,Charming Studio – 5 mins to Pantheon,48.84891,2.35241,2,124,Entire Place,4.5,15,3,48.84891 2.35241
5961,Private room- Appartement 50 square meters,48.86727,2.40494,2,33,Private Rooms,5,13,1,48.86727 2.40494
5962,Studio av. Victor Hugo,48.86551,2.2757,2,133,Entire Place,5,18,3,48.86551 2.2757
5964,JOLI STUDIO DE 15m² A PYRENEES,48.8733,2.39197,2,30,Entire Place,4.5,13,1,48.8733 2.39197
5965,Appartement Montmartre/Batignolles,48.893,2.323,2,124,Entire Place,5,7,3,48.893 2.323
5966,Belle chambre de service,48.87641,2.30763,1,35,Private Rooms,4.5,18,1,48.87641 2.30763
5968,Appartement cosy et calme - Nation/Gare de Lyon,48.846,2.382,2,116,Entire Place,5,19,3,48.846 2.382
5969,"Atelier d'artiste lumineux, calme et unique",48.83175,2.33681,2,127,Entire Place,5,15,3,48.83175 2.33681
5970,Cosy flat between Bastille and République in Paris - Welkeys,48.85792,2.37536,2,118,Entire Place,4,1,3,48.85792 2.37536
5971,Chambre à court terme au chaud,48.78997,2.29403,1,32,Private Rooms,5,9,1,48.78997 2.29403
5974,Nice apartment in center of Paris/6 pers,48.85041,2.38096,6,118,Entire Place,4,19,3,48.85041 2.38096
5975,Appartement 47m2 avec balcon à Montmartre,48.88934,2.33716,2,104,Entire Place,5,12,3,48.88934 2.33716
5976,Appartement avec Parking - Quartier Bastille,48.85021,2.38732,2,127,Entire Place,5,19,3,48.85021 2.38732
5977,Cute Designer Studio at Eiffel Tower,48.85645,2.30523,2,119,Entire Place,4.5,18,3,48.85645 2.30523
5978,Duplex à Châtelet au cœur de Paris!,48.8605,2.34313,4,115,Entire Place,4.5,2,3,48.8605 2.34313
5979,New Cocoon Duplex for 2 in the Heart of Paris (5D),48.87188,2.35346,2,123,Entire Place,4,2,3,48.87188 2.35346
5980,Les Toits de Paris - Entre Marais et Seine Studio,48.85237,2.3625,2,133,Entire Place,5,1,3,48.85237 2.3625
5981,Chambre dans maison avec jardin à 20min de Paris,48.9246,2.21043,2,31,Private Rooms,5,8,1,48.9246 2.21043
5982,Atypical design studio apartment,48.82909,2.31925,2,115,Entire Place,5,9,3,48.82909 2.31925
5983,"Citadines Place d'Italie Paris, Studio",48.83033,2.35551,2,115,Hotel Rooms,4,5,3,48.83033 2.35551
5984,Magnifique appt - central et équipé,48.86744,2.36641,5,135,Entire Place,5,11,3,48.86744 2.36641
5985,"129 Suite Haïm, Nice Studio APT, best LOC",48.86885,2.34976,2,105,Entire Place,4,2,3,48.86885 2.34976
5987,Room near to Paris Nord 2,48.928,2.366,2,33,Private Rooms,4.5,12,1,48.928 2.366
5988,"Central, Charme, Parking, 72m2, Plein Sud, 3 Pces.",48.83859,2.3214,4,137,Entire Place,5,9,3,48.83859 2.3214
5990,75013 Chambre privée aux portes de Paris,48.81583,2.36473,1,35,Private Rooms,5,5,1,48.81583 2.36473
5991,IDEAL FOR A STAY IN PARIS,48.88693,2.32144,4,118,Entire Place,5,7,3,48.88693 2.32144
5992,"Chambre chez l'habitant, aux bonnes ondes !",48.89341,2.42443,2,35,Private Rooms,5,13,1,48.89341 2.42443
5993,Chic and cozy 1-bedroom apartment,48.88442,2.32409,2,115,Entire Place,5,7,3,48.88442 2.32409
5994,Paris Apartment Opéra - 4 travellers,48.87154,2.34792,4,150,Entire Place,4.5,2,3,48.87154 2.34792
5995,Nice apartment in Paris,48.84754,2.26257,2,118,Entire Place,5,17,3,48.84754 2.26257
5996,Cozy apartment near the Eiffel Tower,48.85366,2.28885,4,138,Entire Place,4.5,3,3,48.85366 2.28885
5997,"tres proche de la place de la republique, 2 ch",48.87128,2.35882,7,124,Entire Place,4.5,2,3,48.87128 2.35882
5998,"Appartement Haussmannien, 3 pièces, Rive Gauche",48.84004,2.2885,2,114,Entire Place,5,3,3,48.84004 2.2885
5999,Grand appart esprit loft Paris 11e,48.85299,2.3794,3,105,Entire Place,5,19,3,48.85299 2.3794
6000,Appartement de 53m2 cosy rue de Levis,48.88432,2.31486,2,115,Entire Place,5,7,3,48.88432 2.31486
6001,Joli deux pièces à République.,48.87202,2.36082,4,104,Entire Place,5,11,3,48.87202 2.36082
6002,Charming apartment 4p Trocadero,48.86802,2.28145,4,150,Entire Place,4.5,18,3,48.86802 2.28145
6003,Etienne Marcel Fairytale,48.86407,2.34947,2,125,Entire Place,5,2,3,48.86407 2.34947
6004,"Superb and authentic flat 
Republique",48.86692,2.36864,2,114,Entire Place,4.5,11,3,48.86692 2.36864
6005,Chambre romantique d’un appartementà côté de Paris,48.80475,2.37239,2,32,Private Rooms,4.5,5,1,48.80475 2.37239
6006,Charming Parisian apartment,48.84976,2.28535,4,127,Entire Place,4.5,3,3,48.84976 2.28535
6008,Mini Loft Parisien Roquette CityCosy,48.857,2.379,3,115,Entire Place,4.5,19,3,48.857 2.379
6011,Stylish apartment in trendy romantic Montmartre,48.88411,2.33932,2,178,Entire Place,4.5,12,3,48.88411 2.33932
6012,"Cosy Newly Renovated, Near Subway",48.84281,2.28772,2,105,Entire Place,5,3,3,48.84281 2.28772
6013,PETIT Studio à côté du Parc Butte-Chaument.,48.87935,2.38883,2,31,Entire Place,4.5,13,1,48.87935 2.38883
6014,Haussmann apartment in the heart of Paris,48.87018,2.32762,4,150,Entire Place,4.5,7,3,48.87018 2.32762
6015,Appartement - Clotaire IV Neuilly,48.88696,2.26175,2,134,Entire Place,5,8,3,48.88696 2.26175
6016,?Opéra/Lafayette?Cosy & quiet 3Pax flat ? of Paris,48.87562,2.34976,3,150,Entire Place,4.5,2,3,48.87562 2.34976
6017,?? Superb apartment - Eiffel Tower - 4pers ??,48.84485,2.29329,4,128,Entire Place,5,3,3,48.84485 2.29329
6018,Charming apartment in the Marais area of Paris,48.86428,2.353,5,109,Entire Place,4.5,2,3,48.86428 2.353
6019,Chambre privative chez l habitant.SdB independante,48.8685,2.22202,1,35,Private Rooms,5,14,1,48.8685 2.22202
6020,Bel appartement haussmannien - 10mins Tour Eiffel,48.84685,2.27132,2,150,Entire Place,5,3,3,48.84685 2.27132
6021,Beautiful flat 2 bedrooms Paris Eiffel Tower area,48.84412,2.30101,4,105,Entire Place,5,3,3,48.84412 2.30101
6022,Charmant studio 25 m2 refait à neuf aux Gobelins,48.83435,2.34316,2,35,Entire Place,5,15,1,48.83435 2.34316
6023,? Appartement spatieux avec balcon / Batignolles ?,48.88414,2.31576,4,125,Entire Place,5,7,3,48.88414 2.31576
6024,Cosy Studio - Tour Eiffel / Champs de Mars 6A,48.84563,2.28457,2,108,Entire Place,4,3,3,48.84563 2.28457
6025,Louvre Elegant Suite,48.86334,2.3404,2,150,Private Rooms,5,2,3,48.86334 2.3404
6026,204-Suite Coco,48.8685,2.34722,2,108,Entire Place,4.5,2,3,48.8685 2.34722
6027,Cosy small place central Paris (Mobility bail),48.84135,2.29523,2,35,Entire Place,4.5,3,1,48.84135 2.29523
6028,Chambre du Guest coeur de Saint-Germain des Prés,48.85324,2.3358,1,134,Hotel Rooms,4.5,15,3,48.85324 2.3358
6029,PARIS COSY APARTMENT OPERA -GALERIES LAFAYETTE,48.87108,2.33169,4,149,Entire Place,4.5,7,3,48.87108 2.33169
6030,Cosy twin room in Paris 12e with balcony,48.839,2.393,2,124,Private Rooms,4.5,19,3,48.839 2.393
6031,Maison ville triplex porte  paris 19/20 chambre 1,48.86124,2.42038,2,31,Private Rooms,5,6,1,48.86124 2.42038
6032,un petit nid confort proche du salon,48.83874,2.28563,1,34,Private Rooms,5,3,1,48.83874 2.28563
6033,Appt LUMINEUX très moderne proche Tour Eiffel,48.842,2.291,2,133,Entire Place,4.5,3,3,48.842 2.291
6034,Studio Rue de Passy Paris 75016,48.85961,2.27523,2,31,Entire Place,4.5,3,1,48.85961 2.27523
6035,Spacious apartment in the Batignolles,48.88712,2.32186,4,126,Entire Place,5,7,3,48.88712 2.32186
6036,"Be You 16, Appartement.",48.86129,2.27058,4,135,Entire Place,5,3,3,48.86129 2.27058
6037,Duplex cosy au coeur de Montmartre,48.891,2.34,5,153,Entire Place,5,12,3,48.891 2.34
