,Name,Lat,Lon,Numer_of_Guests,Price_per_night,Accommodation_Type,Star,labels,price_group,location
5526,Marais- Sainte Croix Bretonnerie renewed 1 bedroom,48.85719,2.35663,4,135,Entire Place,4.5,1,3,48.85719 2.35663
5527,Paris: superbe appartement lumineux - centre,48.87094,2.36191,4,145,Entire Place,4.5,11,3,48.87094 2.36191
5528,The Cosy Cocoon ? Purified ? Calm ? Near Invalides,48.856,2.305,3,136,Entire Place,5,18,3,48.856 2.305
5529,Apartment : balcony & view on Eiffel Tower,48.8507,2.27287,2,148,Entire Place,4,3,3,48.8507 2.27287
5532,"3p, superbe vue, terrasses  Pigalle",48.88432,2.33762,5,134,Entire Place,5,12,3,48.88432 2.33762
5533,Tout le charme de Paris,48.88562,2.36066,2,110,Entire Place,5,11,3,48.88562 2.36066
5534,? Cosy flat under Montmartre roof,48.8881,2.34579,4,145,Entire Place,5,12,3,48.8881 2.34579
5535,Appartement au cœur du Paris chic,48.85098,2.31924,3,110,Entire Place,5,9,3,48.85098 2.31924
5538,Superbe appartement place de la Contrescarpe,48.84526,2.35037,4,144,Entire Place,4.5,15,3,48.84526 2.35037
5540,Very nice flat center of Paris 40m²,48.8672,2.34679,2,110,Entire Place,5,2,3,48.8672 2.34679
5541,Super appartement confortable près de Notre-Dame !,48.849,2.353,4,137,Entire Place,5,15,3,48.849 2.353
5542,"Spacious two-room, heart of Paris",48.87368,2.34539,4,145,Entire Place,5,2,3,48.87368 2.34539
5543,LA GRACIEUSE ? Milora inn ? Central Paris /Netflix,48.84329,2.35272,6,138,Entire Place,5,15,3,48.84329 2.35272
5544,Grand et joli studio dans une impasse de charme,48.836,2.39782,2,110,Entire Place,5,19,3,48.836 2.39782
5546,Appartement parisien design,48.82766,2.32881,2,136,Entire Place,5,9,3,48.82766 2.32881
5549,A little Studio in heart of Paris close to Invalides D02,48.85895,2.316,2,112,Entire Place,4,18,3,48.85895 2.316
5551,Cozy studio in the heart of Saint-Germain-des-Près,48.85093,2.32936,2,110,Private Rooms,4.5,15,3,48.85093 2.32936
5554,Appartement avec vue imprenable sur la Tour Eiffel,48.83213,2.31481,8,112,Entire Place,5,9,3,48.83213 2.31481
5556,Bel appartement cozy à Montmartre Paris,48.88935,2.33632,4,110,Entire Place,5,12,3,48.88935 2.33632
5557,??? Authentic Parisian 65m2 flat 1' to Republique,48.86766,2.36181,2,114,Entire Place,4.5,1,3,48.86766 2.36181
5558,Charmant appartement montmartrois,48.8838,2.33724,4,109,Entire Place,4.5,12,3,48.8838 2.33724
5560,SUPERBE HAUSSMANNIEN,48.84692,2.38222,4,135,Entire Place,5,19,3,48.84692 2.38222
5561,"Charming, renovated flat by Jardin des Plantes",48.84067,2.3616,5,145,Entire Place,5,1,3,48.84067 2.3616
5562,Studio with balcony view of the Eiffel Tower,48.85774,2.28417,2,138,Entire Place,5,3,3,48.85774 2.28417
5563,Cozy fancy studio - Arc de Triomphe/Porte Maillot,48.88362,2.28757,2,109,Entire Place,5,0,3,48.88362 2.28757
5564,213-Suite Givenchy ?????,48.85712,2.35659,2,136,Entire Place,4.5,1,3,48.85712 2.35659
5565,Superbe T2 avec balcon au pied de Montmartre,48.8904,2.3414,2,109,Entire Place,4.5,12,3,48.8904 2.3414
5566,The Escapade ? Eiffel Tower View ? Calm ? Netflix,48.856,2.306,2,147,Entire Place,4.5,18,3,48.856 2.306
5567,Charming Parisian 19th C. entire 2-room apartment,48.84977,2.30249,1,134,Entire Place,5,3,3,48.84977 2.30249
5568,Superbe appartement-6P-Sacré Cœur/Cottages 1,48.891,2.338,6,146,Entire Place,4.5,12,3,48.891 2.338
5574,Charmant appartement moderne près de Saint-Germain,48.85151,2.3341,2,112,Entire Place,4.5,15,3,48.85151 2.3341
5575,"Old typical Parisian place, peaceful and luminous",48.83479,2.32703,2,112,Entire Place,4.5,9,3,48.83479 2.32703
5576,"Sweet residence ,heart Montmartre...",48.89011,2.33298,5,147,Entire Place,4.5,12,3,48.89011 2.33298
5577,Beautiful tastefully renovated apartment in 11ar,48.86902,2.37877,2,135,Entire Place,5,11,3,48.86902 2.37877
5578,Studette 2 lits iédalement située,48.848,2.293,2,113,Entire Place,4.5,3,3,48.848 2.293
5579,Montmartre-Double cosy room with private bathroom,48.885,2.341,2,110,Hotel Rooms,4.5,12,3,48.885 2.341
5580,Charming Flat close to Canal Saint Martin,48.8835,2.36271,4,147,Entire Place,5,11,3,48.8835 2.36271
5581,Coeur de Paris rue Montorgeuil.,48.86629,2.34636,2,133,Entire Place,4.5,2,3,48.86629 2.34636
5582,Cosy one bedroom for 4 people!,48.83275,2.34593,4,110,Entire Place,5,15,3,48.83275 2.34593
5583,City of Art Déco. Straight to Métro exit.,48.839,2.256,2,147,Entire Place,4.5,17,3,48.839 2.256
5586,Bel app. idéalement situé - Nice haussman flat !,48.85059,2.3938,4,110,Entire Place,5,19,3,48.85059 2.3938
5587,Hotel Lorette*** Standard Single room,48.87952,2.33615,1,147,Hotel Rooms,5,7,3,48.87952 2.33615
5588,"Design studio 50m2 with terrace, garden and view",48.86293,2.38689,3,110,Entire Place,5,19,3,48.86293 2.38689
5589,Sweet Inn | Lovely studio in the 10th arrondissement,48.87989,2.35264,2,145,Entire Place,4,12,3,48.87989 2.35264
5590,Appartement T3 proche Tour Eiffel,48.84911,2.29642,4,143,Entire Place,5,3,3,48.84911 2.29642
5591,Appartment de charme à Montorgueil,48.86575,2.34664,2,145,Entire Place,5,2,3,48.86575 2.34664
5592,Entire 38m² apartment - 1 queen bed + 1 sofa bed,48.851,2.39056,4,135,Entire Place,5,19,3,48.851 2.39056
5593,Amazing apartment 5P/1BR - Belleville,48.87465,2.38349,5,146,Entire Place,4.5,11,3,48.87465 2.38349
5594,TULIPE FB2 - à paris,48.87004,2.35172,2,144,Private Rooms,5,2,3,48.87004 2.35172
5595,Classy Studio Notre Dame * SANITIZED*,48.852,2.343,2,135,Entire Place,4.5,15,3,48.852 2.343
5596,Paris Seine 4th arrondissement,48.84999,2.36312,4,156,Entire Place,5,1,3,48.84999 2.36312
5597,Joie by Charlie Mouffetard I,48.841,2.349,4,143,Entire Place,5,15,3,48.841 2.349
5599,Opéra - Rossini 21: cosy flat for 2,48.873,2.339,2,155,Entire Place,4.5,2,3,48.873 2.339
5600,"Spacious and elegant room, including breakfast",48.886,2.313,2,148,Hotel Rooms,4.5,7,3,48.886 2.313
5602,B 827 - Champ de Mars - Appartement parisien,48.8449,2.30953,4,154,Entire Place,4,9,3,48.8449 2.30953
5603,Loft apartment in Montorgueil (2e),48.86657,2.34502,4,154,Entire Place,5,2,3,48.86657 2.34502
5604,"Paris: chambre double, petit déjeuner offert",48.86947,2.36375,2,143,Hotel Rooms,4,11,3,48.86947 2.36375
5605,?? New design apartment. Champs Elysees.,48.87152,2.3095,2,155,Entire Place,4.5,18,3,48.87152 2.3095
5606,Cosy duplex - Le Marais,48.864,2.358,4,155,Entire Place,4.5,1,3,48.864 2.358
5607,Magnifique appartement - 4P - Batignolles/Pigalle,48.886,2.324,4,110,Entire Place,5,7,3,48.886 2.324
5609,? Louvre ? Opera 5min/Superb Duplex Loft ?,48.86749,2.33692,4,155,Entire Place,4.5,2,3,48.86749 2.33692
5610,Single classique Quartier Latin,48.83732,2.35381,1,145,Hotel Rooms,4.5,15,3,48.83732 2.35381
5611,GuestReady -- Rooftop Maisonette in Folie-Méricout,48.86574,2.3694,2,154,Entire Place,4.5,11,3,48.86574 2.3694
5612,"Nuage, 2BR/2BA, 4 people",48.86248,2.36201,4,111,Entire Place,5,1,3,48.86248 2.36201
5613,Studio in the historical heart of Paris,48.86204,2.36478,4,156,Entire Place,5,1,3,48.86204 2.36478
5614,ROMANTIC APARTMENT close LE MARAIS,48.87258,2.35141,4,155,Entire Place,5,2,3,48.87258 2.35141
5615,Duplex d'artiste proche du centre de Paris,48.84804,2.36839,2,125,Entire Place,5,1,3,48.84804 2.36839
5616,Charming bedroom in the heart of the Marais,48.85821,2.3581,3,110,Private Rooms,5,1,3,48.85821 2.3581
5618,Bel apt DESIGN en plein PARIS proche du LOUVRE,48.86993,2.33556,4,127,Entire Place,4,2,3,48.86993 2.33556
5619,Le Marais 1 Bedroom by Pompidou,48.86546,2.35854,4,147,Entire Place,3.5,1,3,48.86546 2.35854
5622,"Chambre  ""Coté Montmartre""",48.87796,2.33342,3,110,Private Rooms,5,7,3,48.87796 2.33342
5623,Super Appartement - Tour Eiffel / Champs de Mars 1,48.84131,2.29093,4,154,Entire Place,4,3,3,48.84131 2.29093
5624,Luxury Home in Ile Saint Louis II,48.84968,2.35762,2,143,Entire Place,4,1,3,48.84968 2.35762
5625,Amazing apartment - 4P/1BR - Canal Saint Martin,48.875,2.37,4,153,Entire Place,4.5,11,3,48.875 2.37
5626,Cosy flat - 3P- Champs de Mars Tour Eiffel,48.84942,2.28953,3,109,Entire Place,3,3,3,48.84942 2.28953
5628,52 Clichy luxury B&B in the heart of Paris,48.87974,2.33067,2,144,Private Rooms,5,7,3,48.87974 2.33067
5629,MAISON LE BAC Apt. 104A,48.87087,2.34874,2,125,Hotel Rooms,4.5,2,3,48.87087 2.34874
5630,Cosy Apt 4P - Palais des Congrès/Ternes,48.878,2.285,4,146,Entire Place,4.5,0,3,48.878 2.285
5631,Charming apartment with stunning views,48.86974,2.36379,4,154,Entire Place,4.5,11,3,48.86974 2.36379
5632,Apartment Notre Dame Bright 1BR,48.851,2.34898,4,145,Entire Place,5,15,3,48.851 2.34898
5634,Bright & Cosy one bedroom - Paris XIX,48.88773,2.37553,2,145,Entire Place,5,11,3,48.88773 2.37553
5635,?? Bright apt for 4p at Montorgueil ??,48.86471,2.34937,4,128,Entire Place,5,2,3,48.86471 2.34937
5636,"Piaf, Studio, 2 personnes",48.86075,2.35107,2,133,Entire Place,5,2,3,48.86075 2.35107
5637,RASPAIL FLAT,48.84263,2.33126,2,124,Entire Place,5,15,3,48.84263 2.33126
5638,Montmartre rental,48.89007,2.33813,6,144,Entire Place,5,12,3,48.89007 2.33813
5639,"Unique : comfort, calm & park view in Montmartre !",48.88692,2.3409,3,155,Entire Place,5,12,3,48.88692 2.3409
5640,?62 m²???œur paisible des ?atignolles avec balcons,48.885,2.313,2,135,Entire Place,5,7,3,48.885 2.313
5641,Just renovated!Central Le Marais,48.86475,2.35764,6,154,Entire Place,4.5,1,3,48.86475 2.35764
5642,Beautiful modern room in the heart of Paris,48.86098,2.34235,2,124,Hotel Rooms,3.5,2,3,48.86098 2.34235
5643,Paris - Safe Haven two steps from the Marais.,48.85816,2.36963,2,155,Entire Place,5,1,3,48.85816 2.36963
5644,Un petit coin de paradis à Paris,48.85279,2.39059,4,150,Entire Place,5,19,3,48.85279 2.39059
5645,Appartement - Charles Martel Trocadéro,48.86838,2.27431,4,138,Entire Place,5,18,3,48.86838 2.27431
5646,2 pièces 55 m2 - A MONTMARTRE,48.88805,2.34043,4,151,Entire Place,5,12,3,48.88805 2.34043
5647,Quartier Latin. Double room with WC & shower,48.85081,2.3458,2,143,Hotel Rooms,5,15,3,48.85081 2.3458
5648,CHARMING FLAT (4 people ) Bastille -Marais,48.85983,2.3792,3,126,Entire Place,5,19,3,48.85983 2.3792
5649,Excellent Appart totalement rénové,48.84258,2.34979,4,150,Entire Place,5,15,3,48.84258 2.34979
5650,Cosy & comfort 65m2 Lafayette -Opéra 1 bedroom,48.87457,2.33182,4,128,Entire Place,5,7,3,48.87457 2.33182
5651,1614 B - PERLE RARE à deux pas du bon marché,48.8481,2.32348,2,154,Entire Place,4,9,3,48.8481 2.32348
5652,Lovely 1BR apartment located in a former cabaret,48.8806,2.33652,2,134,Entire Place,5,12,3,48.8806 2.33652
5653,L'appartement des Buttes Chaumont,48.883,2.383,3,150,Entire Place,5,13,3,48.883 2.383
5654,Edgar Suites - Deluxe Suite for 2 pax,48.83851,2.28491,2,128,Entire Place,5,3,3,48.83851 2.28491
5655,Appart' Palmeral I Paris Insider I Robert Debré ????,48.87691,2.40193,3,135,Entire Place,5,13,3,48.87691 2.40193
5656,67 m2 apartment in the very heart of Paris,48.84842,2.36423,3,150,Entire Place,4.5,1,3,48.84842 2.36423
5657,9th Floor Penthouse (65m2),48.8509,2.27701,2,150,Entire Place,5,3,3,48.8509 2.27701
5658,Déesse Amour 1BR/1BA for 4 people,48.86234,2.36338,4,148,Entire Place,4.5,1,3,48.86234 2.36338
5659,Grand Hôtel du Havre*** Chambre Double Classique,48.877,2.327,2,137,Hotel Rooms,4.5,7,3,48.877 2.327
5660,Magnifique Rooftop Penthouse 730ft2 fully A/C,48.87117,2.35426,3,155,Entire Place,5,2,3,48.87117 2.35426
5661,A Cosy 1-BDR Apartment in the Batignolles Area,48.884,2.326,4,156,Entire Place,4,7,3,48.884 2.326
5662,Superbe appartement à Montmartre,48.891,2.327,4,123,Entire Place,5,7,3,48.891 2.327
5663,"Lovely studio in the ""Marais""",48.86308,2.36046,2,126,Entire Place,4.5,1,3,48.86308 2.36046
5664,Luxury &Trendy in Paris center??!!!,48.86443,2.35103,6,126,Entire Place,3.5,2,3,48.86443 2.35103
5665,Romantic Montmartre get-away,48.88518,2.34352,4,154,Entire Place,5,12,3,48.88518 2.34352
5666,A Sweet Studio between Le Marais  & Bastille,48.859,2.375,4,154,Entire Place,4.5,1,3,48.859 2.375
5667,"158 Suite Jeremy, Brand new, 1 BDR APT, Paris",48.83209,2.35877,4,136,Entire Place,4.5,5,3,48.83209 2.35877
5668,Hotel Monterosa *** Standard Double room,48.88054,2.33536,2,154,Hotel Rooms,4.5,7,3,48.88054 2.33536
5669,NEW! Beautiful duplex Latin Quarter,48.83902,2.34553,3,135,Entire Place,5,15,3,48.83902 2.34553
5670,Graziosa e tipica sui tetti di Parigi,48.83963,2.35037,3,125,Private Rooms,5,15,3,48.83963 2.35037
5671,Bright Luxury Design in St-Germain-des-Prés,48.85609,2.34079,2,126,Entire Place,5,15,3,48.85609 2.34079
5672,Appt lumineux et calme proche place des Vosges,48.862,2.365,4,150,Entire Place,5,1,3,48.862 2.365
5674,Appartement familial avec 2 chambres,48.854,2.277,4,206,Entire Place,5,3,4,48.854 2.277
5676,Petit cocon à 800m de la Tour Eiffel,48.85691,2.30523,2,138,Entire Place,5,18,3,48.85691 2.30523
5677,Simple bed room in heart of Saint-Germain des Prés,48.85437,2.33616,1,134,Hotel Rooms,4.5,15,3,48.85437 2.33616
5678,Lovely St Germain des Pres,48.85353,2.32517,2,150,Entire Place,4.5,15,3,48.85353 2.32517
5679,Plein Ciel,48.836,2.349,2,155,Entire Place,5,15,3,48.836 2.349
5680,??Apt pour 2 p. à 10 min de L'Arc de Triomphe??,48.86822,2.28782,2,156,Entire Place,4.5,18,3,48.86822 2.28782
5681,Luxury Suite apartment Louvre Paris,48.86279,2.34276,4,150,Entire Place,5,2,3,48.86279 2.34276
5682,Petite maison dans le Marais - Un havre de Paix,48.85461,2.36807,3,150,Entire Place,5,1,3,48.85461 2.36807
5683,The architect ? splendid ? renovated ? St Germain,48.85353,2.33437,2,150,Entire Place,5,15,3,48.85353 2.33437
5684,Montmartre 2 large rooms in the sun,48.89468,2.33081,5,126,Entire Place,5,12,3,48.89468 2.33081
5685,Joie Paris Quartier Latin,48.84127,2.35339,4,153,Entire Place,5,15,3,48.84127 2.35339
5686,Saint-Lazare - Opéra 41: cosy apartment for 2,48.875,2.326,2,126,Entire Place,4.5,7,3,48.875 2.326
5688,Super appartement 4P/1BR - Gare de l'Est,48.87915,2.3575,4,137,Entire Place,4,11,3,48.87915 2.3575
5689,"Renovated appartment in the heart of Paris, Marais",48.86349,2.37077,5,138,Entire Place,4.5,1,3,48.86349 2.37077
5691,Charming Parisian apartment in the background !,48.87999,2.3216,4,126,Entire Place,5,7,3,48.87999 2.3216
5692,Cosy nest Paris La Fayette,48.87934,2.35434,3,136,Entire Place,5,2,3,48.87934 2.35434
5693,In the very heart of Paris,48.86572,2.35025,4,110,Entire Place,4.5,2,3,48.86572 2.35025
5694,209-Suite Dior ?????,48.85699,2.35583,2,123,Entire Place,4,1,3,48.85699 2.35583
5695,Luxe VINTAGE 2pc Château d’Eau Faubourg St Martin,48.87284,2.35675,2,150,Entire Place,4.5,2,3,48.87284 2.35675
5696,The spacious and chic place to be,48.90735,2.32253,4,136,Entire Place,5,7,3,48.90735 2.32253
5697,Mouffetard Superbe Appartement Authentique et Cosy,48.84233,2.34879,4,156,Entire Place,4.5,15,3,48.84233 2.34879
5698,Chambre au coeur du Marais - Appartement partagé,48.86231,2.36211,2,125,Private Rooms,5,1,3,48.86231 2.36211
5699,2 bedrooms apartment for 4 in Paris,48.84292,2.3843,4,110,Entire Place,5,19,3,48.84292 2.3843
5700,Live a 100% Parisian experience!,48.86468,2.33715,2,110,Hotel Rooms,4,2,3,48.86468 2.33715
5701,Appartement Parisien - 2 chambres  Champs-Elysées,48.874,2.305,4,153,Private Rooms,5,18,3,48.874 2.305
5702,Lovely flat hearth of Paris Marais,48.85887,2.36673,2,126,Entire Place,4.5,1,3,48.85887 2.36673
5703,Classy Studio Louvre -Vendôme * SANITIZED*,48.86922,2.32392,2,136,Entire Place,4.5,7,3,48.86922 2.32392
5704,GuestReady-Cosy Apartment in the historical Marais district,48.86211,2.35737,6,154,Entire Place,4.5,1,3,48.86211 2.35737
5705,Charmant 2 pièces  proche du Panthéon,48.844,2.352,2,150,Entire Place,5,15,3,48.844 2.352
5706,Wonderful apartment 6P/1BR next to Le Marais,48.86,2.369,6,152,Entire Place,4.5,1,3,48.86 2.369
5707,Calme & Charme en bordure du Marais,48.85932,2.36886,4,125,Entire Place,5,1,3,48.85932 2.36886
5708,?? New Atelier Loft in the heart of the Marais,48.86014,2.35738,6,154,Entire Place,4.5,1,3,48.86014 2.35738
5709,"Lovely appartement, St Germain - Paris center",48.85755,2.33277,2,110,Entire Place,5,15,3,48.85755 2.33277
5710,Amazing Double Room  | Hôtel Avama Prony,48.884,2.3,2,128,Hotel Rooms,4.5,0,3,48.884 2.3
5711,Proche Arc de Triomphe Grand studio de 50 m² clair,48.87778,2.30264,2,125,Entire Place,5,18,3,48.87778 2.30264
5712,211-Suite Yves Saint Laurent ?????,48.85689,2.35709,2,123,Entire Place,4,1,3,48.85689 2.35709
5713,Amazing appartement - 4P - Place de la Bastille,48.86015,2.38703,4,137,Entire Place,5,19,3,48.86015 2.38703
5714,chambre double pour 2 pax Plaine Monceau,48.88115,2.30179,2,126,Hotel Rooms,5,0,3,48.88115 2.30179
5715,Quiet apartment close to Luxembourg Gardens,48.84378,2.33099,3,155,Entire Place,5,15,3,48.84378 2.33099
5716,"Quiet, luminous apartment, enjoy Paris",48.88178,2.3331,2,108,Entire Place,5,7,3,48.88178 2.3331
5717,Quiet Studio in the Upper Marais,48.86028,2.36862,2,127,Entire Place,4.5,1,3,48.86028 2.36862
5718,Cosy Eiffel Tower apartment,48.85052,2.29797,4,149,Entire Place,4.5,3,3,48.85052 2.29797
5719,Appartement 2 pièces / Métro Blanche,48.88348,2.33332,2,107,Entire Place,5,7,3,48.88348 2.33332
5720,Superbe appartement près des Buttes-Chaumont,48.87501,2.38479,4,136,Entire Place,5,11,3,48.87501 2.38479
5721,"studio 30 m2, au coeur du Marais historique",48.85903,2.34878,2,105,Entire Place,5,2,3,48.85903 2.34878
5722,The elegance and refinement of the 14th  of Paris.,48.83055,2.32058,4,135,Entire Place,4.5,9,3,48.83055 2.32058
5723,2 Bedroom Loft Saint-Germain. Mobility Contract.,48.85163,2.34052,4,150,Entire Place,5,15,3,48.85163 2.34052
5725,Duplex in Paris 60m² 1 bdr + 1 child bdr,48.83804,2.30961,3,135,Entire Place,5,9,3,48.83804 2.30961
5726,"Appartement 2p calme, douillet - Butte-aux-Cailles",48.828,2.351,2,105,Entire Place,5,5,3,48.828 2.351
5727,Ideal Paris Location-Place Vendome & Louvre Museum,48.86833,2.33175,3,124,Entire Place,4.5,7,3,48.86833 2.33175
5728,LE GRACIEUX ? Milora inn ? Central Paris / Netflix,48.842,2.352,4,105,Entire Place,4.5,15,3,48.842 2.352
5729,MAISON LE BAC Apt. 103A,48.87049,2.34703,2,150,Entire Place,4.5,2,3,48.87049 2.34703
5730,Charming and authentic flat near Notre Dame,48.85269,2.34396,4,150,Entire Place,5,15,3,48.85269 2.34396
5731,??? ???Madeleine Vendôme??????????????????????????,48.8701,2.31868,4,128,Entire Place,4.5,7,3,48.8701 2.31868
5732,Plein coeur du Marais Paris,48.85812,2.35523,2,150,Entire Place,5,1,3,48.85812 2.35523
5733,Charming studio with a Pantheon view,48.84319,2.34652,2,134,Entire Place,4.5,15,3,48.84319 2.34652
5734,Cosy studio in the heart of Paris,48.86656,2.34957,2,123,Entire Place,5,2,3,48.86656 2.34957
5736,"Cosy 2 pièces -55m2, au cœur de Paris et au calme",48.8736,2.34677,2,150,Entire Place,5,2,3,48.8736 2.34677
5737,Séjour au cœur de Paris,48.85265,2.37012,4,153,Entire Place,4.5,1,3,48.85265 2.37012
5738,Peaceful one-bedroom near République in the heart Paris – Welkeys,48.86838,2.36228,4,124,Entire Place,3.5,1,3,48.86838 2.36228
5739,"Joli 2 pièces, calme au coeur du 17em - Mid Terms",48.88911,2.30529,4,133,Entire Place,4,0,3,48.88911 2.30529
5740,Paris Opera/Madeleine/Vendome,48.87,2.331,2,106,Entire Place,5,7,3,48.87 2.331
5741,Cute and New Studio Duplex in the Heart of Paris,48.86982,2.35329,1,108,Entire Place,5,2,3,48.86982 2.35329
5742,Appartement de charme dans le XVIII ème,48.88957,2.35736,4,106,Entire Place,5,12,3,48.88957 2.35736
5743,BEL et LUMINEUX  Appt avec VUE Tour Eiffel,48.838,2.29,4,111,Entire Place,5,3,3,48.838 2.29
5745,St Lazare - Appartement 2 pièces clair et calme,48.87891,2.32564,2,109,Entire Place,5,7,3,48.87891 2.32564
5746,Appartement Village Saint Ferdinand,48.87959,2.291,2,133,Entire Place,5,0,3,48.87959 2.291
5747,"Chambre Privée Paris IX, au coeur de Paris, double",48.87118,2.34639,2,105,Private Rooms,4.5,2,3,48.87118 2.34639
5748,Amazing apartment LOUVRE- Bail Mobilité 1580e/mo,48.86583,2.33469,2,105,Entire Place,4.5,2,3,48.86583 2.33469
5749,Beautiful Single Room close to the Champs Elysées,48.87424,2.31842,1,137,Hotel Rooms,4.5,7,3,48.87424 2.31842
5750,Appt calme et ensoleillé paris 9,48.87618,2.34262,4,113,Entire Place,5,2,3,48.87618 2.34262
5751,Cosy apartment- 2P- Gare de L'est,48.879,2.365,2,109,Entire Place,4.5,11,3,48.879 2.365
5752,"2 pièce ensoleillé, calme et confortable pour 2",48.88122,2.35286,2,107,Entire Place,5,12,3,48.88122 2.35286
5753,One guest room - heart of Saint-Germain des Prés,48.854,2.337,1,134,Hotel Rooms,4.5,15,3,48.854 2.337
5754,"Appartement spacieux et calme,
Arc de Triomphe",48.87121,2.28936,2,135,Entire Place,4.5,18,3,48.87121 2.28936
5755,Central and cosy apartment near Bastille 4 people,48.851,2.379,4,110,Entire Place,4.5,19,3,48.851 2.379
5756,Deux chambres à Notre Dame,48.851,2.349,4,138,Entire Place,5,15,3,48.851 2.349
5757,Lovely Mezzanine Studio in the Heart of Paris,48.87214,2.35337,4,135,Entire Place,4.5,2,3,48.87214 2.35337
5759,What else ?,48.82629,2.31702,2,110,Entire Place,5,9,3,48.82629 2.31702
5760,GuestReady - Refurbished Modern Studio - 1 min from Charonne Metro,48.85365,2.38477,2,106,Entire Place,4.5,19,3,48.85365 2.38477
5761,Jardin des Plantes- Cosy Nest,48.84,2.361,4,106,Entire Place,4.5,1,3,48.84 2.361
5762,GuestReady - Charming Blue Studio - 15 mins to Grand Palais,48.87282,2.32462,2,106,Entire Place,4.5,7,3,48.87282 2.32462
5763,Flat (+balcony) near Eiffel Tower,48.847,2.297,2,109,Entire Place,4.5,3,3,48.847 2.297
5764,Bleu Square Paris,48.87753,2.34754,4,110,Entire Place,5,2,3,48.87753 2.34754
5765,Adorable bedroom in Paris,48.8682,2.29126,2,110,Private Rooms,5,18,3,48.8682 2.29126
5766,Paris douillet comme chez soi Hôtel 1 personne,48.83865,2.33824,1,110,Hotel Rooms,4.5,15,3,48.83865 2.33824
5767,"Moulin Rouge, view of Eiffel Tower",48.88454,2.3309,4,103,Entire Place,4.5,7,3,48.88454 2.3309
5768,GuestReady - Modern and Cosy flat in the heart of Paris,48.85352,2.34484,4,236,Entire Place,4.5,15,4,48.85352 2.34484
5769,****LUXUEUX 2P PARIS CENTRE****,48.87036,2.33652,3,109,Entire Place,5,2,3,48.87036 2.33652
5770,Studio COSY Marais,48.85641,2.35668,4,134,Entire Place,5,1,3,48.85641 2.35668
5771,Amazing Studio III - Place de l'etoile,48.877,2.293,2,104,Entire Place,4.5,18,3,48.877 2.293
5772,The Little Nest of the 4th,48.85932,2.35707,2,106,Entire Place,4.5,1,3,48.85932 2.35707
5774,Room,48.905,2.306,16,113,Hotel Rooms,4.5,0,3,48.905 2.306
5775,PARIS OUEST. Chambre Privée Grand Lit. WIFI. RER.,48.88961,2.18221,2,32,Private Rooms,5,14,1,48.88961 2.18221
5776,Room in Paris 17,48.88334,2.29362,2,35,Private Rooms,4.5,0,1,48.88334 2.29362
5777,Bel appartement lumineux/ 2 bright rooms apartment,48.89407,2.34102,2,105,Entire Place,5,12,3,48.89407 2.34102
5778,Spacious apartment near the famous Rue Mouffetard,48.83663,2.34743,2,110,Entire Place,5,15,3,48.83663 2.34743
5779,Chambre pour la nuit disponible en semaine,48.88244,2.22967,1,33,Private Rooms,5,8,1,48.88244 2.22967
5780,Superbe appartement lumineux avec terrasse,48.88793,2.36182,4,110,Entire Place,5,11,3,48.88793 2.36182
5782,Quiet and welcoming studio Metro Charonne,48.8549,2.38559,2,103,Entire Place,5,19,3,48.8549 2.38559
5784,Cosy Studio - Tour Eiffel / Champs de Mars 7A,48.8443,2.28335,2,107,Entire Place,4.5,3,3,48.8443 2.28335
5786,Charming flat at the heart of Paris nearby Nation - Welkeys,48.84956,2.39598,2,112,Entire Place,4,19,3,48.84956 2.39598
5787,A Trendy Apartment in the Higher Marais,48.8722,2.35635,4,154,Entire Place,4,2,3,48.8722 2.35635
5788,GuestReady - Magnificent Studio in the heart of Paris!,48.85616,2.31624,3,136,Entire Place,4,18,3,48.85616 2.31624
5789,Typical Parisian flat with balcony - W454,48.837,2.279,4,153,Entire Place,4.5,3,3,48.837 2.279
5791,Un havre de paix sous les toits de Paris,48.8513,2.33656,3,150,Entire Place,5,15,3,48.8513 2.33656
5792,Sunny room and nice flat at Barbès Rochechouart,48.88673,2.35046,1,31,Private Rooms,4.5,12,1,48.88673 2.35046
5793,Charming studio near the Eiffel Tower,48.84161,2.28805,2,104,Entire Place,5,3,3,48.84161 2.28805
5794,Modern Design Apartment Marais- 4 person,48.86367,2.36321,4,105,Entire Place,4.5,1,3,48.86367 2.36321
5796,Exceptional panoramic view of Paris,48.873,2.37,4,133,Entire Place,5,11,3,48.873 2.37
5797,Standard Double Room - Avalon Paris Gare du Nord,48.881,2.351,2,111,Hotel Rooms,4,12,3,48.881 2.351
5798,"Charmant souplex refait à neuf ,proche Montmartre",48.88588,2.32118,4,123,Entire Place,5,7,3,48.88588 2.32118
5799,Chic and peaceful small double room,48.849,2.408,2,127,Hotel Rooms,4.5,19,3,48.849 2.408
5800,Charming 2 rooms flat Canal Saint Martin,48.87286,2.37215,3,125,Entire Place,5,11,3,48.87286 2.37215
5801,Charming two-storey house in Montmartre,48.881,2.343,2,124,Entire Place,4.5,12,3,48.881 2.343
5803,2 pièces CALME et LUMINEUX - Saint Georges 75009,48.87963,2.33351,2,114,Entire Place,4.5,7,3,48.87963 2.33351
5804,GuestReady - Rustic Studio in the 17th District,48.89078,2.32602,2,107,Entire Place,4,7,3,48.89078 2.32602
